x0,x1,x2,x3,x4
2.560050158822210070e-03,2.837676532872139990e-03,9.297247245503820201e-03,7.008009389138319944e-01,5.499529053848239979e-01
2.142516355497059866e-03,3.228876107889459834e-03,9.205276952248760830e-03,1.185523366248820043e+00,2.781421717051419940e-01
1.828465954584300099e-03,2.908383110601220085e-03,2.502413984019730142e-02,4.690883309603670059e-01,2.744654812733640092e-01
2.842868101638740090e-03,3.376048558724459910e-03,7.142698337963319932e-03,1.041434757874110106e+00,3.883402696398550180e-01
2.803246184822169845e-03,1.278780436353179912e-03,2.458202844710019944e-02,2.441661840345480117e-01,2.613994623520409788e-01
2.906170716301770089e-03,1.555871540023830027e-03,2.449016375810540019e-02,9.086260026254460165e-01,1.665662682265970085e-01
3.384039100457449795e-03,1.604121654375570026e-03,1.962715398641630068e-02,2.727373085548169818e-01,4.881152513176200136e-01
2.807642456062370111e-03,3.075823065445870176e-03,9.155954409068450123e-03,3.014608778594989880e-01,6.241294746384959957e-01
2.446667698328150106e-03,1.229411381238839892e-03,2.461625784638080128e-02,2.615685617193809764e-01,5.633519378732889660e-01
2.696919085337080163e-03,1.368797645557319996e-03,1.566763422003570119e-02,4.991280894252699829e-01,5.746430415657810542e-01
2.543340801165670101e-03,3.281757945106830200e-03,1.365278996166520084e-02,8.404896741308039987e-01,1.436569330478089934e-01
2.927108604897510000e-03,1.284411976349419992e-03,7.409785195754139790e-03,1.330741279167710012e+00,7.216285985405560544e-01
3.219862705169249800e-03,1.128092302526230006e-03,7.049703122002310210e-03,2.461609475469450081e-01,3.414720474458299848e-01
1.919697478420329985e-03,1.963162594636090000e-03,1.167985552606409967e-02,7.696371884214460168e-01,6.040034218658689724e-01
1.530744950650959977e-03,2.736509697690489833e-03,7.877509253028550790e-03,1.018779381321039956e+00,4.985733983691320037e-01
2.073387493688609844e-03,2.498160602832099914e-03,1.008469208531169968e-02,5.767467935748860075e-01,5.670317445581309901e-01
3.189431846076620173e-03,3.437226162832699838e-03,1.353735788233319942e-02,2.774846693321599833e-01,7.248071625230370074e-01
3.380404814103149958e-03,1.353456319829220026e-03,9.630349626289450710e-03,1.174325591406440106e+00,1.476470401121769971e-01
3.432462581939999934e-03,1.415432535239730030e-03,1.454515593567960036e-02,7.198945959478150192e-01,6.072013189303689940e-01
3.634821575498440021e-03,2.480419774696580090e-03,7.663951757539529813e-03,8.567686841455289803e-01,2.142701291549020115e-01
3.192333688990679937e-03,1.521566738592579912e-03,1.185181731838970062e-02,1.111808746520779989e+00,3.605861177924090111e-01
3.436439732295459848e-03,1.019760804125110012e-03,2.092252260024380153e-02,9.324972741723760450e-01,6.320570795480160431e-01
2.375577411692589985e-03,3.527166065111410169e-03,1.313316941033819928e-02,1.170544590781440020e+00,3.893860983874180004e-01
2.340246892510680198e-03,2.783340126711060080e-03,2.346593558285290163e-02,2.308181879675250125e-01,1.360467063614629879e-01
3.231999540207909812e-03,1.081874186508240089e-03,1.717036992629060108e-02,8.638827996721959446e-01,7.828497246524780406e-01
1.379580835519820040e-03,3.559404492202100211e-03,2.071633791233649935e-02,2.456307302790229907e-01,1.864915924775409906e-01
1.997576883425940079e-03,1.936358750872779972e-03,1.094479887492350034e-02,5.843713350448529464e-01,1.646759886385409932e-01
1.503902232075339952e-03,1.493957658736040075e-03,1.956656023239410069e-02,5.732913109740479518e-01,1.897613461099099952e-01
1.595459251933030020e-03,2.014935411293410170e-03,7.199542842531809692e-03,2.333661478817229962e-01,3.612175140329639822e-01
1.386399242100069991e-03,3.157729418445380087e-03,2.660696958025869988e-02,1.067503133735969945e+00,7.790537913613949650e-01
2.157413347601889932e-03,3.012603531613480216e-03,6.936776261857009566e-03,9.402815493863310170e-01,8.033211870093359686e-01
2.526021353578889947e-03,1.102188642330699953e-03,1.013130374001390034e-02,8.601923022607810276e-01,7.317033943084529923e-01
1.597606391282750020e-03,2.591899398497769878e-03,8.977329106221669519e-03,3.226790905179219848e-01,7.366320595981089570e-01
1.975877610540480167e-03,1.578429743288199986e-03,8.424314254471569272e-03,5.473713557923910455e-01,5.529551911959420529e-01
2.065255532923390095e-03,1.223918948300760021e-03,9.903017256741879562e-03,5.097457391320490139e-01,8.395638436099980284e-01
2.418635745687180115e-03,3.344603142097240037e-03,1.470774029172470035e-02,7.915010828948579880e-01,3.743641484673129738e-01
2.989282706876750066e-03,1.986489358794529814e-03,2.342591158522479983e-02,1.328474988096510101e+00,6.697147372651379715e-01
2.139342498510610202e-03,2.896714208220479807e-03,1.923132063658649846e-02,9.460458342069759663e-01,7.517335920357149925e-01
2.224652729625809996e-03,9.490248795885129459e-04,1.837451293243609965e-02,6.074347686386899481e-01,8.241930745581630413e-01
3.704573976242449794e-03,2.369231424065889897e-03,2.428938983032249976e-02,3.266043589843899975e-01,5.724023742186840069e-01
1.497196165572850035e-03,2.463606873006559967e-03,2.292295114771670042e-02,7.768500432686410440e-01,2.160733291655780042e-01
2.997516718257450027e-03,3.111250329138360096e-03,9.732301979198819744e-03,1.151077393840070018e+00,5.259872617120849858e-01
3.103085983617000134e-03,3.511805302923659902e-03,2.434325469118800087e-02,4.800567677419170232e-01,1.733976066627070101e-01
3.503173384181919835e-03,2.807284154208730155e-03,1.739078739185050126e-02,6.444104129809420378e-01,7.503254771581849836e-01
3.602155265215319872e-03,1.942568427717549949e-03,2.165022019883899862e-02,1.087019723051340092e+00,1.576302187088879925e-01
2.686619743730639907e-03,2.173159024306569806e-03,7.074031131264989919e-03,4.791540673227279723e-01,2.181697449202180117e-01
2.496835506217549849e-03,3.592904878569769950e-03,7.891426691074390418e-03,8.105897997549039724e-01,8.905172179893120488e-01
1.509844941852379928e-03,1.076389283693740019e-03,1.764083649276659838e-02,1.137964460316460036e+00,5.779355189220509725e-01
2.024447439926680119e-03,2.597489354974820072e-03,1.741505150850559958e-02,6.200018126056530132e-01,7.576618942162020032e-01
1.586465651836710053e-03,3.428651525726540000e-03,7.612665064180039985e-03,1.077405587667479958e+00,5.167150208612439899e-01
2.834622042396109810e-03,1.927301600302800061e-03,1.851951190589299842e-02,4.870711772226499758e-01,7.754700716943480066e-01
3.195258004817409792e-03,2.824778551900639784e-03,1.413765136048709958e-02,9.520704351266610077e-01,5.248708420088510351e-01
2.031679731719659900e-03,3.502679423851779925e-03,2.377360249211690063e-02,1.177458771801900062e+00,3.688176727010870071e-01
3.453185678933979891e-03,1.595102894470099919e-03,1.641150989342919989e-02,1.055272213148420013e+00,3.461841530213130014e-01
3.591158621868349894e-03,3.210272992464359952e-03,8.182289583130740451e-03,5.292463627103719537e-01,2.605548151053950212e-01
3.613805029452550090e-03,2.758794983682690168e-03,2.191040547222640120e-02,1.213401353412659978e+00,2.268823747085410014e-01
2.574415337183509882e-03,2.415820151944060145e-03,8.448284773575370776e-03,3.095159466593759845e-01,4.726160093287469777e-01
2.894765371808780043e-03,2.252208447388139891e-03,2.327584845654529985e-02,1.178466712659220095e+00,2.588555714848920219e-01
1.558842253351119984e-03,3.085645257203260133e-03,1.873596522501810163e-02,9.889964739214629486e-01,5.666786241410299851e-01
1.589403114602440034e-03,1.442760729019649949e-03,1.390036958785730026e-02,8.222854541974370379e-01,4.186100724949500251e-01
3.561927545156099838e-03,2.140884740041799992e-03,1.173094375695520053e-02,1.121297349952510070e+00,7.931961215531919684e-01
3.508933960848949988e-03,3.127182983243720002e-03,2.395539057453580090e-02,8.612132698822529964e-01,4.667888205205090180e-01
3.400520887499679842e-03,2.504013488924830121e-03,2.647636443136420006e-02,1.065536802922959936e+00,8.861264236010609752e-01
2.632095368114529838e-03,2.964748117423380170e-03,5.883645433570960231e-03,4.550981278183169887e-01,1.740263350261380126e-01
2.577014757069289938e-03,3.468258979745559960e-03,2.231634165360499994e-02,1.268449962790940022e+00,1.841852230215449970e-01
1.415240314156519926e-03,1.494902801523329905e-03,1.584120413997959845e-02,4.255099720418220044e-01,3.972209681540260218e-01
3.287276748055829954e-03,1.312460938196980060e-03,2.120594166506870049e-02,1.099531544450899956e+00,1.828154816410970107e-01
1.523433623578869999e-03,3.493966879411019959e-03,7.777038119717729660e-03,3.548023309533019920e-01,7.205569218124729947e-01
3.003463986739280181e-03,1.078225370877309913e-03,6.893276554455279696e-03,6.086055906250840142e-01,1.593560310481119957e-01
3.253572948691899926e-03,1.523715992349199914e-03,1.819219860930250052e-02,5.319143946493279929e-01,3.592354905768300188e-01
2.247470928566530201e-03,2.750356632132429976e-03,2.426362166844079835e-02,8.017980506988240386e-01,2.252704544230360040e-01
3.484927133994179978e-03,9.555323514572809608e-04,1.300427105106320008e-02,9.659243956060380443e-01,8.188174873420499544e-01
2.021751297959130042e-03,3.635913018049090166e-03,1.176187387734740041e-02,1.239298954606169900e+00,2.418830020804889902e-01
1.401273771103940004e-03,2.625890059347850067e-03,7.312143564804919962e-03,9.269034543813899907e-01,8.268201347703579840e-01
2.684171155287190177e-03,1.435997563630460067e-03,2.282800876833939938e-02,2.640542365286969728e-01,7.224237435322720113e-01
3.610262123004769931e-03,2.505774389178839871e-03,1.112635703032439916e-02,7.832289933714779995e-01,5.535445406539369895e-01
2.111357862752399808e-03,1.744306711460699971e-03,1.534696676000280036e-02,3.271996809752890090e-01,3.808740916785319786e-01
3.337384411209959843e-03,9.119301231887659695e-04,2.169507157846940065e-02,8.930569708080730029e-01,8.508481654888020440e-01
1.755107666645900049e-03,3.191698726851959888e-03,1.496426475706040017e-02,3.712076971287610050e-01,4.375258376649580061e-01
2.933579894429769793e-03,1.857579488642050044e-03,1.135900041897129967e-02,9.622078402885230197e-01,2.083018904789349923e-01
3.289569331862959856e-03,2.341023867499080185e-03,2.430943361340140094e-02,1.949329811499919962e-01,1.884875756208780062e-01
2.373169317625229997e-03,3.233504652568719873e-03,1.142070323668210007e-02,5.439341216589089756e-01,8.496819736505859533e-01
2.661659694831819932e-03,3.351560376167179826e-03,2.562806238953140026e-02,7.477929349219190058e-01,7.606188389274759487e-01
1.688205443723829946e-03,1.073924906565569982e-03,1.876874294892860034e-02,7.236010677946029812e-01,8.671121695688930320e-01
2.003243072311160135e-03,3.447304009225569954e-03,2.350472640116610043e-02,1.059037748272180002e+00,8.061077841878869776e-01
2.455872223283860154e-03,2.703527763140969962e-03,1.459283666034109916e-02,1.234798325089969895e+00,5.993514916033020334e-01
2.277582596283639869e-03,1.615347018887639983e-03,1.629739554994040149e-02,2.896175438464850260e-01,6.286216402053830254e-01
2.640355496234259892e-03,2.091918372694289829e-03,1.391405524171730052e-02,3.457624088271989971e-01,3.074237438051499738e-01
2.465350101314719902e-03,2.970746906039419943e-03,1.360705740415489931e-02,3.169216343656879875e-01,5.488173488748729900e-01
2.482535790690449870e-03,1.331816584021669990e-03,2.467163710724979905e-02,1.289184857410029972e+00,8.857887000434570002e-01
1.752345591492950093e-03,2.378373735570580173e-03,8.306421390546490577e-03,1.251355031093579928e+00,7.928155697558539883e-01
2.012195950300669795e-03,1.665976226035509973e-03,2.486534906480649884e-02,8.800098515977150537e-01,5.313741263339759602e-01
2.113107970205369956e-03,3.506840906009430023e-03,1.074448745126420010e-02,4.902161163829730217e-01,5.683455740802459966e-01
3.435133211163570073e-03,3.058992449152869806e-03,1.797413811639880094e-02,1.085999073162329909e+00,3.114632298490029871e-01
1.671318730665139916e-03,1.879676178395519974e-03,1.340674071245689936e-02,5.499404640609859563e-01,8.599691493103750473e-01
1.439933017528380018e-03,1.902020298936060077e-03,1.090191376646889969e-02,9.234271412288069802e-01,7.762037703527600030e-01
3.460447545147040099e-03,3.406524276007430203e-03,1.371166353253880019e-02,2.531675151212839925e-01,1.958295709218360048e-01
2.116730160009350215e-03,1.796400019953489895e-03,9.536066141717600489e-03,1.863470750476700077e-01,7.093462797172830347e-01
3.455727833485459921e-03,2.226739068304890105e-03,1.146368370392220060e-02,3.555778644459789972e-01,3.033442559046670151e-01
1.929756354479579940e-03,2.793835375082209804e-03,2.239779356221920092e-02,2.485070180674079920e-01,4.239747835930899877e-01
2.507118727991590208e-03,3.378290328995209920e-03,2.034032982627069844e-02,9.725594897819680451e-01,6.688548531739509917e-01
1.781453771367669942e-03,2.402128558821509802e-03,2.179686555225259989e-02,1.160981811740900094e+00,2.112902018886529953e-01
1.282924089266450091e-03,2.800885743778320103e-03,2.228990744053689979e-02,2.136624938801399975e-01,5.171908324731050444e-01
1.510207230905069977e-03,2.075646373584049981e-03,2.609030366302629925e-02,1.373783532803759977e+00,8.432649820011579589e-01
1.474793810909380077e-03,3.488583884171090038e-03,6.805438809570620202e-03,2.568406022591520066e-01,3.339421613574959924e-01
3.628902448791309927e-03,1.295283135282920004e-03,1.766430175735009961e-02,2.794248958899410162e-01,1.706194249391559947e-01
2.173662908773870209e-03,3.403943825345720139e-03,1.282806179656809965e-02,1.162821727439059982e+00,5.857786683118899607e-01
2.676799319828860116e-03,3.481054895896350081e-03,9.279761352776550246e-03,6.140423207678830098e-01,6.494434347716160350e-01
2.741647539776750041e-03,2.491413192012229948e-03,2.238545479573030017e-02,1.061675395060210025e+00,7.861292290156709495e-01
1.537672638787420006e-03,8.450459606368090296e-04,1.410466762599489957e-02,1.141484099312100042e+00,4.210771088856269939e-01
2.952858085704729817e-03,3.535845202831090165e-03,1.862579164117179886e-02,4.928202151113659779e-01,1.308985222624609868e-01
2.700622500733709883e-03,1.830464519297939898e-03,2.713251470743930152e-02,4.391548393245319759e-01,1.070763635635380018e-01
3.664164649551039828e-03,1.536124243140100107e-03,2.604100014324790130e-02,3.642336638857380238e-01,5.898527508177789924e-01
2.677810012978040170e-03,2.219004881796779807e-03,1.719689805955810016e-02,9.101338686821980328e-01,4.681345634800380129e-01
1.426094931664639897e-03,1.610583628764730019e-03,2.519751006326989909e-02,5.943330250385919777e-01,8.874900496953630480e-01
1.743376359498130090e-03,2.055832031605300033e-03,6.955535774027700111e-03,4.199137462562649858e-01,5.200508055181709555e-01
3.222246092343469901e-03,1.214147603900519925e-03,2.132870815835009870e-02,1.333971517988709943e+00,4.064369920394380054e-01
2.281587581740230058e-03,2.032193525499549971e-03,2.577490977482169848e-02,1.014451351646920019e+00,8.351580662187190196e-01
2.958563890786379980e-03,1.650997297314930022e-03,1.722689054648880030e-02,3.038032606799390134e-01,6.080589830239769844e-01
2.798297108074420010e-03,3.640665900642979860e-03,1.657276664087250009e-02,5.265700189985800250e-01,6.576470460745039714e-01
1.822809503678930049e-03,3.654404901615109814e-03,1.848074779297709941e-02,1.045385845260810020e+00,3.999754692928400024e-01
3.333577625823439840e-03,1.659972551038369892e-03,9.454349841319259831e-03,9.210620209345360410e-01,5.438568485523570528e-01
2.148034195649899981e-03,3.626552689368490144e-03,1.976389487844589996e-02,6.474612310925730307e-01,6.435219338925090016e-01
2.734092833167869798e-03,2.052385744088329900e-03,2.532782336681009897e-02,7.004979592569869906e-01,7.616879024400839970e-01
3.415757198142349918e-03,2.816910357648270101e-03,8.022830278236419907e-03,1.292015411889060106e+00,3.776146997695319918e-01
1.692529357053339928e-03,1.803038344468920048e-03,2.615602852998349936e-02,6.291114256147990469e-01,6.178900670695579578e-01
2.923398564358710167e-03,2.697824885201410144e-03,2.616981490950289965e-02,1.822343236509479936e-01,5.015702428810759894e-01
1.865347318193879937e-03,2.953944474011309818e-03,6.110145673734139644e-03,3.972585339958309980e-01,5.110953250376040202e-01
1.478373939194480057e-03,3.532108795880339880e-03,9.350837633173679150e-03,7.021150130621389707e-01,8.781946790334770325e-01
1.366936225600770072e-03,1.184512408908690089e-03,1.899653044955459946e-02,1.291787978257049885e-01,8.580550433332100324e-01
3.574605781089279857e-03,2.147247810065049892e-03,2.792268266347419994e-02,9.875631363631689474e-01,2.239631652033420017e-01
1.969368729791599968e-03,2.857367884827890191e-03,1.302514606035289936e-02,1.398587362524119915e-01,8.844461107340180206e-01
1.704007366414879996e-03,1.040034868143850004e-03,2.542086262033270080e-02,8.215188692846570051e-01,3.989938846370210124e-01
2.854508663903459944e-03,3.440449326982019957e-03,2.225804075179249955e-02,9.358178774330300209e-01,3.622380566142969771e-01
3.302426099804460068e-03,1.949680001272120072e-03,2.552869670248519851e-02,7.296320181568149987e-01,9.820594967412760168e-02
2.755538503816819945e-03,1.699550456650790074e-03,6.990513492304370295e-03,1.209211693942660037e+00,6.273619836382570147e-01
2.581967681371840143e-03,2.123922057959479973e-03,6.634006319977810325e-03,9.016854231100299710e-01,3.355210588010960060e-01
3.673360445004659938e-03,2.521305698434820122e-03,2.510956356772409831e-02,1.215376236425010026e+00,6.123720420007590093e-01
